URL,Title,Address,Description,Compensation,Employment Type
https://newyork.craigslist.org/lgi/egr/d/westbury-construction-inspector-civil/6899609622.html,Construction Inspector - Civil/Structural,,"If you are bold. If you are willing to be original and take risks. If you want to make a difference by improving our infrastructure, then you should be an AV-ator! Alta Vista Solutions nurtures its AV-ators to perform as leaders in our industry, providing innovative engineering solutions and embracing our clients’ challenges as our own. Our mission is to Do Right and give back, while providing a great place to work for our professionals who provide solutions for some of the country’s biggest and most complex infrastructure projects. If you want to make an impact; if you want to solve problems; if you want to have fun while learning and growing; then join Alta Vista and become an AV-ator. 
 
Job Summary: 
 
Alta Vista Solutions is seeking a construction inspector with prior experience on bridges and roadways or rail for project on Long Island and in and around New York Metro Area. This individual will be performing inspections of the construction activities including concrete, steel, and rail work. 
 
Key Responsibilities: 
 
Perform inspection of contractor’s work to ensure construction activities are in accordance with plans, specifications, and contractual requirements. 
Perform and/or observe on-site material testing. 
Read and comprehend contract documents (i.e. plans, specifications, shop drawings). 
Provide thorough inspection reports and maintain detailed records of work performed. 
Perform additional duties as assigned. 
 
Minimum Qualifications: 

High School Diploma or GED required 
Minimum 5 years construction inspection required 
Experience as Construction Inspector on bridge or rail projects required 
NICET certification preferred 
OSHA 10 or 30 hour training preferred 
Experience with LIRR, NYSDOT, MNR, TBTA or other local agencies preferred",TBD on hire,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-junior-interior-designer/6899615177.html,Junior Interior Designer / Assistant, (Midtown),"Our small interior design studio is expanding and growing and in need of a very talented person join our team!

We are looking for someone who enjoys teamwork but can also work independently on tasks. High level of detail needed to manage drawings, purchases, installs and general office admin tasks. You will work directly with the owner in NYC as well as staff member in Paris. Frequent travel to the outer boroughs, NJ, Long Island and Westchester is common as well as all around Manhattan.

MUST know AutoCAD (construction drawings a plus), Photoshop / In-design / Adobe and SketchUp. Must be stylishly creative but also a critical thinker and avid problem solver. Some experience (and desire to learn) of general construction methods preferred.

Please submit your resume and work experience and letter introducing yourself.

Position Profile / Breakdown:

Passionate for design, style and decorating.
Loves to work with clients one on one and build lasting relationships. Thinking ahead to satisfy the clients needs.
Creative, detail oriented, keeps up with current trends in home design.
Entrepreneurial attitude.
Ability to work under pressure, meet deadlines and be flexible in working on multiple projects simultaneously.
Physical Requirements:

We often have to open, unpack and move large boxes and furnishings around for clients as part of the installation phase. MUST be willing to lend a hand when necessary to accomplish tasks.
Benefits Offered:

Paid time off.
Job Type: Full-time","$35,000 to $40,000 annually",full-time
https://newyork.craigslist.org/que/egr/d/cad-draftsman-estimator/6896480173.html,CAD Draftsman/Estimator, (NYC),"Draftsman/Estimator 
Established NYC based Construction firm seeks self-motivated energetic individual with minimum 10 years' experience to join our team.  

Duties Include: Architectural CAD drawings and stone shop drawings and details. Prepare detailed quantity take-offs, bids and estimates. Analyze architectural drawings and details. Field measuring and coordination.

Candidate must have thorough knowledge of computer programs especially Excel, Word, Planswift and MS Project and possess strong analytical and communication skills with an eye for detail.

BA/BS in architecture or engineering preferred.  Drawing, sketching and Auto CAD proficiency a plus.

Competitive salary and benefits package.",Competitive salary,full-time
https://newyork.craigslist.org/que/egr/d/astoria-environmental-project-manager/6899907780.html,Environmental Project Manager - Senior Level, (Astoria),"Environmental Business Consultants, Inc. (EBC), is a premier environmental consulting organization. We invite you to join our team, where your skills and experience are valued and your commitment to provide exceptional service to our clients is appreciated. We are seeking quality candidates for the following position:

Senior Project Manager

Positions will be based out of our Astoria office.

An Environmental Professional with a degree in Geology, Engineering, Environmental Science or Industrial Hygiene and 15 years of environmental consulting/contracting experience.

The position will include the preparation of detailed work plans and reports, and scheduling, management and oversight of ongoing remediation/redevelopment projects.

Previous experience with the NYC E-designation and NYS Brownfield programs is desired.

EBC offers a competitive compensation package with an unmatched opportunity for growth and personal advancement.

Paid holidays, vacation, health insurance and 401k.

Salary is commensurate with experience.

All inquiries will be kept confidential.",Commensurate with experience,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-autocad-drafter-brooklyn-ny/6895449421.html,"AutoCAD Drafter (Brooklyn, NY)",,"A small engineering firm located in Brooklyn, NY is seeking an AutoCAD Drafter. We focus on structural engineering design and this position requires excellent AutoCAD skills. You will report to the lead engineer and occasionally go on site visits. Someone who is knowledgeable in strength of materials, steel design, and concrete design would be perfect for this position.

•	Excellent AutoCAD skills and able to do drawings, read and interpret construction plans and specs
•	Clear communication with coworkers and clients 
•	Detail oriented to draft new projects and modify existing drawings
•	Knowledge of Microsoft Word and Excel
•	Self-motivated, fast learner and willing to put in extra hours when needed.

We are a small company, but we work on many projects. There are very good opportunities to grow and learn with this company for a dedicated employee.
 
Foreign engineers/architects are welcome! Knowledge of Russian language is plus.

No students, no part-time, no freelancers. Don't waste your time or ours please. 

Please reply to this post with your resume. (The silver ""Reply"" button at the top of the page.)","$30,000 - $60,000 per year. Compensation based on experience",full-time
https://newyork.craigslist.org/que/egr/d/astoria-environmental-project-manager/6899911833.html,Environmental Project Manager - Mid Level, (Astoria),"Environmental Business Consultants, Inc. (EBC), is a premier environmental consulting organization. We invite you to join our team, where your skills and experience are valued and your commitment to provide exceptional service to our clients is appreciated. We are seeking quality candidates for the following position:

Project Manager - Mid Level

Positions will be based out of our Astoria office.

An Environmental Professional with a degree in Geology, Engineering, Environmental Science or Industrial Hygiene and 3-5 years of environmental consulting/contracting experience.

The position will include the preparation of detailed work plans and reports, and scheduling, management and oversight of ongoing remediation/redevelopment projects.

Previous experience with the NYC E-designation and NYS Brownfield programs is desirable but not necessary.

EBC offers a competitive compensation package with an unmatched opportunity for growth and personal advancement.

Paid holidays, vacation, health insurance and 401k.

Salary is commensurate with experience.

All inquiries will be kept confidential.",Commensurate with experience,full-time
https://newyork.craigslist.org/que/egr/d/astoria-environmental-field-technician/6899914583.html,Environmental Field Technician, (Astoria),"Environmental Business Consultants (EBC), a fast paced and growing Environmental Consulting Company is seeking quality candidates for the following position:

Field Technician - Entry Level/Junior Staff Level

An Environmental Professional with a degree in Geology, Engineering, Environmental Science or Industrial Hygiene and 0-5 years of environmental consulting/contracting experience.

This position will be based out of our Astoria office and provide field oversight of investigation and remedial projects throughout NYC and will involve air monitoring, health and safety oversight, sample collection, documentation and record keeping.

Previous environmental or consulting experience and / or OSHA 40 hour training is desired.

EBC offers a competitive compensation package with an unmatched opportunity for growth and personal advancement.

Paid holidays, vacation, health insurance and 401k.

Salary is commensurate with experience.

All inquiries will be kept confidential.",Commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-construction-health/6896588056.html,Construction Health & Safety Assistant, (Midtown East),"This is an ideal role for an entry-level candidate who is looking for a role with great responsibility in the construction industry.  It's an opportunity to work on a high-profile project with a leading contractor in NYC, who specializes in construction in the healthcare and academic sectors.

Summary:

Candidate will be working on renovations of multi-residential high-rise buildings in Manhattan in a health and safety role. Entry-level Health and Safety Assistants will quickly learn how to implement safety policies and ensure that sites are always compliant according to regulations. 

Responsibilities:

Responsibilities include holding safety talks, ensuring work site is safe at all times and that everyone on site is following safety procedures, as well as writing daily reports.  Candidate must be comfortable holding individuals accountable for following safety protocols. 

Qualifications:

BS in Health and Safety preferred (or Environmental Science, Construction Management, or Engineering)
Willing and eager to work in the construction industry
OSHA 30 certification
Experience using MS Office
Excellent written and verbal communication skills is a must",Negotiable,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-architectural-draftsperson/6900093325.html,Architectural Draftsperson,,"Design and construction management company seeks a drafts-person / junior architect for freelance work. The ideal candidate for this position will have minimum 7 years experience with architecture and construction work in New York City, preferably in commercial and residential projects.

The following prerequisites are required:

- Minimum seven years experience in architectural work in New York City.
- Proficiency in AutoCad and related computer drawing programs.
- Bachelor's Degree in Architecture from an accredited university.
- Fluency in English.
- Familiarity with Building Codes.
- Prompt with Assigned Work.
- Able to legally work in the USA.

If you meet the above prerequisites kindly provide a copy of your resume and three (3) professional references for consideration and an interview. 
-",Commensurate with Experience,contract
https://newyork.craigslist.org/mnh/egr/d/new-york-city-autocad-draftperson-and/6900366441.html,AutoCad Draftperson and Assistant Architect, (Chinatown / Lit Italy),"Architectural Firm in MANHATTAN seeks experienced CAD Drafter or recent Architecture/Engineering graduates for full time position on the career track.  Must have experience with AutoCAD and general computer skills.  Responsibilities include job sites measurement for architectural CAD drafting; DOB forms and filings, assisting with general office management such as proposals, letters and invoicing.  Candidates must be motivated, enthusiastic and have a desire to learn.  Bilingual (English/Chinese) is a must.  Compensation is negotiable.  
Please email resume to schedule an interview.",Compensation based upon experience,full-time
https://newyork.craigslist.org/stn/egr/d/staten-island-construction-site-safety/6900062782.html,Construction Site Safety Manager, (NYC All Boroughs),"General Construction Firm located in Staten Island seeking for experienced (10-Years) Site Safety Manager. 
Ideal candidate must have construction industry experience, be NYC DOB CERTIFIED and must be willing to travel within the five boroughs. Capable of handling multiple projects. 
Serious inquiries only.",Excellent Salary,full-time
https://newyork.craigslist.org/que/egr/d/junior-estimator-lic/6900728366.html,Junior Estimator (L.I.C), (44th road),"Currently seeking a Junior Estimator with at least 1-2 years experience in construction, with a focus on GLASS. The ideal candidate needs to be a self-starter, a team-player and have excellent organizational and communication skills.

I will TRAIN / TEACH for my specific industry but you must be interested in a a career in const. trades as I don't want to waste anyone's time.  A basic knowledge of reading blueprints in Plan , elevation and sections details is REQUIRED. 

Duties:
READ DRAWINGS and Preform the TAKE OFFS including the specs needed
Attend pre-bid meetings, site-visits, walk-throughs, job inspections, and coordination meetings.
Read and interpret drawings and specs.
Develop project scope and man power, material and equipment breakdowns for estimates
Develop submittals.
Order materials and equipment.
Visit ongoing job-sites to verify status of project and clarify any changes or change orders needed

Skills:

Communicate with management and field personnel
Ability to meet deadlines
Proficient with word and excel
Proficient in blue print reading and take-offs
Great attention to detail
Flexible
Ability to work independently on multiple projects
Ability to prioritize to meet deadlines.
can DRIVE with a valid drivers License 


LOOKING TO HIRE (2) IMMEDIATELY 

Interview on Friday 5.31.19 and start next week !",$15 hr - $21 hr,full-time
https://newyork.craigslist.org/que/egr/d/astoria-project-manager/6900818835.html,PROJECT MANAGER, (Astoria),"Aluminum windows and Doors company looks for Project Manager with excellent AutoCAD/Graphic and communication skills. 
leading crew and fabrication production of multiple projects. 
Responsibilities include,
Coordinating and developing construction documents
Review and analyzes drawings
Coordinate meetings with consultants and clients
Organize and lead site visits and surveys
Conduct material research and meet with vendor as necessary, to understand materials and products
Create estimates and time plans 
Requirements:
Have 2+ years professional experience 
Have applicable knowledge of AutoCAD and other applicable industry software
Have an understanding of construction codes Capable of detailing building components and construction processes
Compensation and Benefits:
•	We offer a salary commensurate with experience, and a creativity 
Interested candidates should forward their cover letter and resume",Negotiable,full-time
https://newyork.craigslist.org/que/egr/d/brooklyn-estimator/6900837589.html,Estimator, (Queens),"Fast growing Queens based company looking for a competent/diligent estimator to prepare accurate estimates for projects. 

Responsibilities include but not limited to:

 Analyze blueprints and written specifications for pricing to aid management in bidding on and or determining value of project. 
Understanding the project and it’s requirements. 
 Be able to review and perform full breakdowns of construction drawings, specifications and bid forms. 
Determine key variables for cost and other factors. 
Conduct research to obtain data on labor costs, materials, production times etc. 
Use software for data analysis, forecasting and budgeting. 
Perform risk analysis. 
Create and submit estimate reports or bids to appropriate persons. 
Provide consultation on planning. 
Submit 100% of bids by bid deadline. 

Requirements:

Proven experience/schooling as estimator. 
Familiarity with financial and project management principles. 
Knowledge of research and data analysis methods and estimation formulas. 
Proficient in relevant software. 
Excellent communication and negotiation abilities. 
Must have excellent organizational skills as well as thoroughness and reliability. 
Self motivated, seeks long range advancement. 
CPE (Certified Professional Estimator) will be an asset. 

Salary negotiable.",Salary negotiable.,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-drafter-wanted-greenpoint/6899847074.html,"Drafter wanted : Greenpoint, Brooklyn",,"Fabrication shop in Greenpoint Brooklyn looking for an architectural draftsperson. 

We specialize in bar & restaurant construction, seeking a drafter to join our team.

Part to full time, depending on the job. 
Flexible hours. 
Office hours a must but can work remotely when projects allow. 

If an architecture student, must have minimum 2 years CAD experience in a professional setting. 

AutoCAD a must. 
SketchUp and Rhino a plus. 


Reply with work samples.",Compensation commensurate with experience,part-time
https://newyork.craigslist.org/brx/egr/d/bronx-bridge-inspection-team-leader/6894377141.html,Bridge Inspection - Team Leader,,"If you are bold. If you are willing to be original and take risks. If you want to make a difference by improving our infrastructure, then you should be an AV-ator! Alta Vista Solutions nurtures its AV-ators to perform as leaders in our industry, providing innovative engineering solutions and embracing our clients’ challenges as our own. Our mission is to Do Right and give back, while providing a great place to work for our professionals who provide solutions for some of the country’s biggest and most complex infrastructure projects. If you want to make an impact; if you want to solve problems; if you want to have fun while learning and growing; then join Alta Vista and become an AV-ator.

Job Summary:

Alta Vista Solutions is seeking a Bridge Inspection Team Leader for biennial and condition inspections on large bridges in and around New York City including the Throgs Neck Bridge and the Henry Hudson Bridge. 

Key Responsibilities:

•	Lead inspection team
•	Perform field measurements, evaluate existing conditions and document findings in the field
•	Prepare condition sketches and inspection reports to thoroughly document bridge conditions
•	Prepare structural and safety flags with all necessary plan, drawings, and technical specifications
•	Ensures that all safety and applicable government inspection standards are maintained
•	Ability to work safely and efficiently in high traffic environments and around heavy equipment. physically capable of performing continuous field work including working at heights and in close quarters, climbing, carrying ladders and gear, working in adverse weather conditions
•	Perform additional duties as assigned

Minimum Qualifications:

•	Bachelor of science degree in Civil Engineering or structural engineering
•	New York State Professional Engineer’s License 
•	Minimum 3 years of direct field experience in bridge inspection 
•	Completed the 2-week NHI Bridge Safety Inspection Course 
•	Experience with TBTA or other local agencies, preferred
•	Excellent verbal and written communication skills
•	Ability to work well in team-oriented structure",DOE,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-junior-intermediate-interior/6901050672.html,Junior-Intermediate Interior Designer," (Brooklyn, NY)","MARKZEFF is currently seeking a talented, responsible, ambitious Junior-Intermediate Interior Designer for immediate full-time employment to work on high-end residential and hospitality design. We are looking for a sharp individual who is detail-oriented, and who likes to experiment with new ideas and materials. The candidate must be equally able to take direction and work independently as needed while being fully accountable for all project assignments. They will also need to be team-spirited, willing not only to listen but also contribute to a creative design dialogue. Curiosity, discernment, resourcefulness, and drive are important.

Persons interested must also have the following requirements:
•	3 years of residential experience with a Bachelor degree in Interior Design or related preferred. 
•	Hospitality experience a plus but not required.
•	Project management & FFE selection & purchasing experience required.
•	Site/fieldwork experience. Experience in construction. 
•	Position includes managing all phases of the design process including schematic, design development, FFE selections, FFE purchasing, and generating & maintaining project budgets for highly customized hi-end residential projects. 
•	Full knowledge of FFE specifications selection, furniture drawings, specification documentation & submittals is required. 
•	Strong presentation skills are necessary.
•	Strong written & verbal communication skills.
•	A keen eye and attention to detail. 
•	Must be highly motivated with a strong work ethic.
•	Must have the ability to work autonomously, manage various projects effectively and follow up.
•	Must have strong time management skills and the ability to remain flexible while multi-tasking.
•	Ability to work on short time frames and complete projects on tight schedules. 
•	Organizational skills with a proven ability to complete successful projects on time and within budget. 
•	Meeting deadlines is a must.
•	Microsoft Office(Word, Excel, Outlook), Photoshop, Adobe Professional/Nitro, CAD. 
•	Spexx & 3D Max preferred, but not required. 
•	Administrative skills required. 
•	Interest and aptitude to work in extremely fast-paced office culture.",To be discussed,full-time
https://newyork.craigslist.org/wch/egr/d/new-rochelle-cad-designer/6900582161.html,CAD Designer," (New Rochelle, NY)","PJS Group is seeking a CAD Designer to join our innovative team of professionals. We are a general and electrical construction contractor specializing in transportation infrastructure systems as well as heavy-highway, utility, bridge, and building construction. To learn more about us, please visit www.ipjs.com. 

KEY RESPONSIBILITIES:
•	Developing, producing, altering, and/or detailing digital MEP designs from contract designs and/or new designs by internal staff
•	Working with the project teams to create drawings for approval and use by field staff to ensure maximum understanding and productivity of the work to be installed
•	Collaborating with the project teams on work for agencies such as NYC Transit Authority, Port Authority of NY and NJ, and NY Department of Environmental Protection

KEY REQUIREMENTS:
•	B.S. Degree in Engineering or related field
•	Minimum of 2-3 years of experience creating drawings and working with AutoCAD, MicroStation, and BIM.
•	Strong knowledge of Microsoft Office Suite as well as Design Software
•	Excellent organizational and problem-solving skills with strong attention to detail
•	Motivation with the ability to multi task and work in a fast-paced environment 
•	Must be able to travel to worksites


KEY BENEFITS:
•	Performance Based Profit Sharing 
•	Health, Dental, and Vision coverage
•	Flexible Spending Accounts
•	Paid Holidays, Vacation, and PTO Days 
•	401k with company match
•	Life and Disability Insurance",$65-70K base + bonus,full-time
https://newyork.craigslist.org/brk/egr/d/brooklyn-pe-se-structural/6901095292.html,PE/SE (STRUCTURAL), (Brooklyn),"Small structural / construction engineering firm seeks a Professional Engineer Licensed in NY / heavy structural analysis & design background.  Its a plus if you Pass SE1 & SE2 . Ideal candidate should be proficient in AutoCAD 2009 or greater and should have strong English skills. It would be a plus if you have experience in construction project management .Your daily activities would include project management,answering / making phone calls, performing site visits, CAD drafting of logistics plans / structural designs, design of temporary structures.  Will be responsible to sign / seal drawings and calcs performed by junior engineers under your supervision.  Check capacities of rigging equipment.","$100,000 to $140,000.00 /year depending on abilities.",full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-product-designer/6900716940.html,Product designer Industrial developer for fitness product, (Chelsea),"Local New York city area applicants only.
Must be skilled in building prototypes and designing products for factory production.",negotiable,part-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-project-coordinator/6901507465.html,Project Coordinator / Intermediate Architect, (Midtown West),"In our small Midtown Manhattan office environment, every team member works directly with the principal--and gains exposure to all aspects of architectural and interior design practice. Our portfolio reflects diverse projects that range from ground-up development and corporate interiors to brownstones, restaurants, and places of worship. 

We're looking to hire a technically adept Intermediate Architect capable of assuming some project management responsibilities. The role will require the following skill set and characteristics:

4 -- 6 years of experience and strong technical skills (design and drawing).
Proficiency in Revit design and production. 
Strong written and oral communication skills.
Self-motivated, dedicated, detail-oriented, adaptable, and efficient.
Site survey and construction documentation experience.
Some flexibility to put in extra hours when needed.
Knowledge of New York City zoning codes, building codes, and DOB permit application process desirable.
Bachelor's degree in Architecture.",Commensurate with experience and criteria indicated.,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-av-it-design-engineer/6901492989.html,AV/ IT Design Engineer, (New York City),"Audiovisual Design Engineer

We are looking for a Senior AV Design Engineer to work within our Technology consulting practice. Reporting to the principal in charge, this position will focus on leading needs analysis and technology visioning with key clients, as well as leading our internal consulting teams and supporting our clients during all phases of our projects.

Responsibilities include:

Direct involvement in all aspects and phases of audio visual projects (i.e. programming, design, construction administration, etc.) 
Attend internal and client meetings as needed both onsite and remote 
Provide direction and create red lines / sketches to / for production team members and perform QC checks on all deliverables prior to release to clients, architects, construction firms, integrators, etc. 
Create and document AV budgets for projects 
Develop AV system designs and perform all necessary engineering tasks to ensure the designs meet client needs, expectations, and budgets 
Create, QC, and issue equipment lists, system drawings, details, system specifications, etc. 
Work in collaboration with the project manager to ensure the design intent, client needs / must haves, and any field design notes are covered by the system design 
Ensure industry best practices and company standards are used consistently and effectively 
Participate in building and maintaining company standards by conducting lessons learned sessions, by continuing education, and by participating in R&D for new products 
Oversee system integrator efforts as required 
Review submissions and shop drawings 
Respond to RFIs as required 
Assist directly and indirectly with all aspects of site coordination as needed 
Assist directly and indirectly with technical aspects of the system and with system commissioning as required 
Assist directly and indirectly with creation, maintenance, and updating punch lists as required 
Assist directly and indirectly with end user / client training, as required 
Review as-built and closeout documentation for accuracy 
Other duties as assigned

Required Qualifications

Expert knowledge of industry standards in AV system design and integration 
Excellent knowledge of trending technologies available today 
Excellent understanding of different technologies and the ability to properly identify the best solution based on the needs analysis 
Minimum 3 years of experience with designing and engineering AV systems 
Good understanding of heat loads, power requirements, lighting and acoustical environments and their effects on AV system design 
Good understanding of control system programming, GUI design, and the effects it has on AV system design 
Good understanding of audio principles for the purpose of AV design 
Good understanding of collaboration technologies and the options available (i.e. video conferencing end points, soft codecs, instant messaging applications, online meeting services, etc.) 
Familiarity with small, medium, and large scale projects 
Strong math aptitude and logical analysis skills 
Strong interpersonal skills that foster a team environment 
Ability to problem solve independently with a sense of urgency 
Excellent communication skills both verbally and in writing 
Be detail oriented and organized while being able to multitask and shift priorities with ease 
Working knowledge of AutoCAD software 
Working knowledge of various Microsoft Office tools (Word, Excel, Power Point) 
CTS Certification at a minimum and CTS-D certification mandatory within 12 months of employment
Desired Qualifications but NOT REQUIRED 

Infocomm CTS-D, CTS-I or CTS certification 
Any Infocomm training / education 
PMP certification 
AV manufacturer or industry related training and certifications (i.e. SynAudCon, Crestron, Extron, Biamp, etc.) 
Experience with IT and / or Security system design / integration 
Experience with control system programming 
Experience with indoor / outdoor digital signage technologies 
Any technology consulting experience

Full Benefits, Vacation, Sick Days, Bonuses, 401K plan","75,000.00 to 105,000.00",full-time
https://newyork.craigslist.org/fct/egr/d/norwalk-audocad-drafter/6901588238.html,AudoCad Drafter, (Fairfield County Ct),"Design firm is seeking part time as needed AutoCad drafter for hospitality projects. Occasional meetings at our offices required.
Candidates must:
-Architectural knowledge a plus
-Millwork experience
-Sketch up/photo shop
-Well organized/detail oriented 
-Draft new projects and modify existing drawings

Qualified candidates please send resume.
-",Based on experience,part-time
https://newyork.craigslist.org/lgi/egr/d/westbury-construction-inspector-civil/6901642531.html,Construction Inspector - Civil/Structural,,"If you are bold. If you are willing to be original and take risks. If you want to make a difference by improving our infrastructure, then you should be an AV-ator! Alta Vista Solutions nurtures its AV-ators to perform as leaders in our industry, providing innovative engineering solutions and embracing our clients’ challenges as our own. Our mission is to Do Right and give back, while providing a great place to work for our professionals who provide solutions for some of the country’s biggest and most complex infrastructure projects. If you want to make an impact; if you want to solve problems; if you want to have fun while learning and growing; then join Alta Vista and become an AV-ator. 
 
Job Summary: 
 
Alta Vista Solutions is seeking a construction inspector with prior experience on bridges and roadways or rail for project on Long Island and in and around New York Metro Area. This individual will be performing inspections of the construction activities including concrete, steel, and rail work. 
 
Key Responsibilities: 
 
Perform inspection of contractor’s work to ensure construction activities are in accordance with plans, specifications, and contractual requirements. 
Perform and/or observe on-site material testing. 
Read and comprehend contract documents (i.e. plans, specifications, shop drawings). 
Provide thorough inspection reports and maintain detailed records of work performed. 
Perform additional duties as assigned. 
 
Minimum Qualifications: 

High School Diploma or GED required 
Minimum 5 years construction inspection required 
Experience as Construction Inspector on bridge or rail projects required 
NICET certification preferred 
OSHA 10 or 30 hour training preferred 
Experience with LIRR, NYSDOT, MNR, TBTA or other local agencies preferred",TBD on hire,full-time
https://newyork.craigslist.org/mnh/egr/d/mechanical-engineer/6901449454.html,Mechanical Engineer, (Manhattan),"Mechanical Engineer

We are a full-service Mechanical, Electrical and Plumbing Engineering Consulting firm with multiple locations throughout the United States. Our New York City office is seeking a Mechanical Engineer to work on a wide variety of commercial and high tech buildings. 

Responsibilities:

Designing HVAC systems, load calculations, scheduling and selecting equipment, specification writing & construction administration. 
Completing Commissioning and HVAC inspections in the field. 
Research, develop, and design mechanical systems and processes to meet client requirements while applying engineering principles.
Read and interpret blueprints, technical drawings, schematics and computer generated reports. 
Become a complementary member of our team as a whole, and on a project-by-project basis;
Produce work using computer aided design/drafting hardware and software.
Work on several projects at one time.
Field measure and document existing buildings
Produce and coordinate construction drawings with other disciplines.

Salary Range: 75,000.00  to 115,000.00 
Bonus plan, Full Benefits & Vacation Days.



Job Requirements

Requirements:

Bachelor's Degree in Mechanical Engineering.
Minimum of 4+years of HVAC design, preferred emphasis in commercial, labs, data centers and high tech buildings.
Strong communication, report writing, organization, analytical and interpersonal skills;
Working knowledge of the design standards and codes for NYC building design;
A high level of technical and organizational skill accompanied by strong oral and written communication;
Working knowledge of design software (AutoCAD MEP, Trane Trace), Revit MEP preferred;
Working knowledge of standard computer software, such as Excel and Word.","95,000.00 to 135,000.00",full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-project-architect-1-to-5/6901652655.html,Project Architect - 1 to 5 yrs exp, (TriBeCa),"Rodman Paul Architects are a small architecture and interiors firm with an office in Tribeca. We have a broad portfolio of work mostly in the tri-state area (Manhattan, Long Island, Upstate NY) with an occasional project outside the New York Area.

We are currently looking for project architects and project team members: Project Architect, 1-5 years of office experience

-ARCHITECTURE DEGREE (B Arch or M Arch)
-In-office experience drafting construction drawings for high end residential apartments or NYC multi-family housing
-Strong visual and verbal communication skills
-Ability to confidently work directly with our design team, owners and contractors on multiple projects
-Legal US work status
-Proficient in AutoCAD 2D 

Link to company portfolio: www.rodmanpaul.com
 
Please submit a cover letter and resume w/ salary request. If you choose to submit work samples, limit file size to 5mb’s. No phone calls, please.",Based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/new-york-city-document-reviewer/6901783743.html,Document Reviewer, (Midtown West),"SBLM seeks a Document Reviewer responsible for ensuring construction drawings are of the highest quality and consistency through monitoring the progress of the project from inception to completion. 

Responsibilities:
Reviews drawings for errors, inconsistencies and quality
Marks up drawings with corrections and changes for the team
Meets with project team to explain errors, corrections and changes
Assists project manager in coordinating architectural drawings with consultant drawings
Provides assistance to AutoCad manager with training for drafters when necessary
Checks drawing specifications for consistency and accuracy

Qualifications:
College degree, specialized training and work experience.
Demonstrated leadership skills including self-direction.
Ability to quickly grasp technical concepts and develop the appropriate approach.
Strong understanding of various quality assurance technologies 

Requirements:
Minimum of 5 years demonstrated experience 
Proficiency in AutoCAD
Knowledge of building codes, accessibility codes and local laws
Knowledge of building design, materials and construction methods
Understands Structural, Mechanical, MEP and other consultant’s drawings 
Ability to communicate with clarity
Must be able to engage multiple teams effectively and drive quality best practices

Compensation and Benefits:
• We offer a competitive salary and benefits package commensurate with experience, and a creative, innovative work environment. 
• Our benefits include Medical/Dental/Vision, 401K Plan, Personal Time Off, Paid Holidays, Flexible Spending Plan and more… 
• Company Culture: learning and growth opportunities, rewarding projects, free educational ongoing learning",salary commensurate with experience,full-time
https://newyork.craigslist.org/lgi/egr/d/albertson-survey-party-chief-instrument/6901091100.html,"Survey party Chief, Instrument Person, Rod Man"," (New York City, Long Island)","Land surveying firm looking for party chiefs, instrument operators, rod person, CAD drafters.
Salary adequate to knowledge and experience. We also offer annual bonus. Candidates for the field positions must have valid driver license, social security, must speak English. Only serious offers please.
Please email your resume and salary requirements through Craigslist email or call Kris at 917-753-3981.",salary adequate to education and experience,full-time
https://newyork.craigslist.org/brk/egr/d/architectural-metal-cost-estimator/6901785853.html,Architectural Metal Cost Estimator, (East Williamsburg),"Long established fine metal fabrication company using the latest technology including state of the art lasers, CAD/​CAM, waterjets, shears, numerical punching machines, press brakes, engineering, and a diverse workforce seeking candidates with Mechanical Engineering background.
This position is not for square foot take off construction estimating or project management.  


This position entails a number of responsibilities and requires familiarity with a variety of disciplines as summarized below:

Reading, interpreting and understanding drawings (CAD) and hard copy
Preparing manufacturing labor and material cost estimates for projects, including liaison with manufacturing, engineering, purchasing and sales to provide the most cost effective process.​
Corresponding and quoting customers relating to their project and to clarify project information
Communicating with architects, designers, contractors, manufacturers (OEM) etc
Corresponding with vendors to determine costs related to raw materials and purchased services
Responsible for follow up of quotes
Developing and maintaining good customer relationships

This position requires the following skills:
Ability to read architectural drawings and blueprints (CAD and hard copy).​
Strong command of basic math, trigonometry and geometry is required.​
Ability to problem solve
Strong team player with excellent people and communication skills
Ability to learn quickly.​
Experience in sheet metal/​manufacturing industry is very helpful
General computer literacy
Constant customer contact via telephone and email.

We offer a challenging, exciting work environment with competitive salary, bonus opportunity and excellent benefits.​ We also provide ample room for professional development and growth!


Please reference the job title in the subject line.
Please submit a cover letter.

When attaching a resume file, please include your first and last name in the file name to facilitate retrieval 
(eg. JohnSmithResume.doc not Resume1.doc).
RESUMES NOT NAMED IN THIS MANNER WILL NOT BE PROCESSED AND REVIEWED.",Based on experience,full-time
